num.chunks disk.size disk.used dir.span file.size fullness num.cores num.files layoutnumber fsync sync chunk.order
0.0963029159559454 0.316086971519482 0.766076159989169 0.64416855839508 0.80409715258385 0.427630598030049 0.807954647764646 0.536947825441899 0.249682803861262 0.284701152071008 0.624467366871286 0.813500407089435
0.024630758567767 0.573302300859709 0.238557065836659 0.531723715352101 0.160471099521658 0.279575650043213 0.176166223125719 0.485034019498755 0.827172089787084 0.131790524084849 0.543606241778178 0.89059390490128
0.594722723104724 0.749484507058966 0.717330808983121 0.119552740182343 0.508527982663281 0.598879396820934 0.338727930044584 0.0317638222478251 0.9498240136422 0.0333097931483195 0.446105751815821 0.0213532781675951
0.197669056317636 0.87844400624175 0.653423073945731 0.580306909265531 0.675816377303519 0.78556546891835 0.962267362378114 0.714377819979916 0.339280710603305 0.463598908639526 0.15238332459478 0.588477631689344
0.515010839388381 0.829039488969386 0.343330505159429 0.555466954468542 0.743919914783191 0.666051864752106 0.151974280092631 0.265829108998545 0.334177580091293 0.0561048092649656 0.935397774780057 0.294531955385978
0.728547392250022 0.702800818770569 0.299378978413912 0.573235918587855 0.235042195768841 0.900895201499651 0.215278407733422 0.955790110177162 0.891562078979064 0.690103571277632 0.0555067486086926 0.963647659311192
0.719812912393166 0.143068491987563 0.6833455311764 0.0439244522157622 0.198627760516786 0.693768820779326 0.986368360160412 0.874748213353357 0.73772550122672 0.401459472663916 0.24919430253199 0.771894200385319
0.297053777554297 0.938715985792385 0.882950140431987 0.924440355676523 0.723978625224333 0.109112418103564 0.641324225348043 0.473151657611851 0.261761684416257 0.536522599856553 0.280571959151374 0.676449771657218
0.103880121043105 0.00471297705050233 0.953180398548085 0.62162797268752 0.0518861372580375 0.354027913459106 0.877941737414417 0.480885332030653 0.0942017368619474 0.544519703050852 0.187117480733079 0.0232236126867917
0.909577283192561 0.327078117700992 0.256655355058882 0.330156612481375 0.794646324781112 0.337825731357825 0.912645121651934 0.578769647610358 0.687411455569531 0.540732009914834 0.777841916375394 0.522972955143302
0.117708273549979 0.581344481015492 0.840922868506851 0.457402650504321 0.241039014940469 0.689098405961047 0.579276909311403 0.491014836317689 0.64449833565169 0.441714485630015 0.423054283002969 0.687973926818501
0.36335838679274 0.259814271078866 0.661998299548841 0.620270078832689 0.277797469778662 0.0935347598926057 0.543164226967733 0.67231092531911 0.746884641857079 0.103674583633321 0.204466949724178 0.464178696139157
0.806026877951879 0.0514231954151825 0.0446215052774335 0.354348953303969 0.831712160825674 0.122696737967331 0.0899264580089323 0.360074907011665 0.0683841488088177 0.0503311797261148 0.698624765563636 0.461244462146496
0.325917692217772 0.350363250637315 0.584366541239973 0.788188733629994 0.258885938980171 0.628558988920432 0.885277223086845 0.153978422285974 0.108486876227772 0.073738295970557 0.844710658454943 0.240737808536593
0.458099167105743 0.147206264194779 0.577913750724804 0.198043311097194 0.243240945057977 0.217038119915358 0.593772975399915 0.133706656833752 0.905151528502159 0.0284806637483257 0.378302583294285 0.669960199082212
0.573406280104777 0.976608275688292 0.936716189921796 0.221479798843049 0.388960513820919 0.63743785466535 0.393806384869606 0.978649630849134 0.20453614766673 0.0601049618161085 0.634080951408436 0.939374578292913
0.962678433248158 0.462575185626477 0.922643922489968 0.935432972951929 0.246028073337499 0.49026678662193 0.848413244152539 0.401136851809426 0.985317975394196 0.569372571535894 0.214257173895376 0.974329733282431
0.661421069165343 0.170332465869919 0.391493622423297 0.685942196704445 0.0939417065452659 0.735965259806107 0.884020167039708 0.00186266203353114 0.374697904904551 0.220529328757834 0.460775943467652 0.176148106190098
0.262589576040313 0.601663874262371 0.900338465702347 0.925084068115183 0.490250602955783 0.546169372650425 0.45658219731952 0.0703520668441939 0.606575831589453 0.79261094225194 0.562649530222203 0.0912742782732039
0.555382205601347 0.84551277305917 0.298469949007568 0.244860828936353 0.373753887832166 0.813573583718252 0.256222171975963 0.855519927913534 0.0587515931328539 0.206928874971638 0.204234975488404 0.662373715854585
0.205578531967461 0.959339741177047 0.132460735443843 0.587086570829001 0.864009482941199 0.297386245431994 0.309366757279264 0.368991970927496 0.060703050282072 0.420022823413532 0.494856805252269 0.461608807519895
0.586561118425848 0.225823905404525 0.652527685397274 0.29070280103484 0.64359813312899 0.842903319658348 0.00424546355466759 0.482276592631479 0.640536050623382 0.105457037992622 0.437442540009783 0.523506818415115
0.706444418432625 0.551307076912963 0.421981765734714 0.0743065398815048 0.608319286304479 0.920665677358855 0.346001240149292 0.0161425174836864 0.306899029518362 0.534690536002088 0.0583358284002315 0.840149541615162
0.803895494437029 0.770624582911452 0.445448846478541 0.00500990315237004 0.229721338144202 0.104838185207001 0.241479920122359 0.629290566713152 0.236378803252109 0.52865660101115 0.775596050271744 0.509084538510677
0.625397269319464 0.736688874886468 0.912039576716424 0.952346613250356 0.318395515763868 0.935352892665833 0.105296429330934 0.420976115553842 0.00298354084165453 0.0602978573875248 0.616976000784035 0.0497584214255511
0.619265611090128 0.97285165425366 0.732455671550582 0.755059636841111 0.397126231340863 0.420657146253888 0.60309944918329 0.0259465895270807 0.993223463380247 0.473050265940884 0.725913565251531 0.995673346960373
