num.chunks	disk.size	disk.used	dir.span	file.size	fullness	num.cores	num.files	layoutnumber	fsync	sync	chunk.order
1	0.815459977	0.826697076	0.252875995	0.21307988	0.239911578	0.907850074	0.381931565	0.922049186	1	1	1									
1	0.907215184	0.627257539	0.338192307	0.635783271	0.209755155	0.800005412	0.099125599	0.414101382	1	1	1									
1	0.1284092	0.2978149	0.73460581	0.747903287	0.509341604	0.24346926	0.822861198	0.019422964	1	1	1									
1	0.915508508	0.615261381	0.684671299	0.510694432	0.650086676	0.873780926	0.244356428	0.154470266	1	1	1									
1	0.633189987	0.987097158	0.329141379	0.061853083	0.063281542	0.855151799	0.757137684	0.78198712	1	1	1									
1	0.099960423	0.345106174	0.362106761	0.828503577	0.244613403	0.061874346	0.241225702	0.872779933	1	1	1									
1	0.278137126	0.242254017	0.33154082	0.347882194	0.821337304	0.44006662	0.587536833	0.073296061	1	1	1									
1	0.544837481	0.000357925	0.467327607	0.184541927	0.986953099	0.622762164	0.277685461	0.047365702	1	1	1									
1	0.959306849	0.908735962	0.871251032	0.356638597	0.134897029	0.048036519	0.472027717	0.2449428	1	1	1									
1	0.966979948	0.625816954	0.952970998	0.136658374	0.67402955	0.171068587	0.127961988	0.504217839	1	1	1									
1	0.159110444	0.786974786	0.566618304	0.04969646	0.37837767	0.771792309	0.017553957	0.336529832	1	1	1									
1	0.971442406	0.747637732	0.9438104	0.516969144	0.212007544	0.504445123	0.437111425	0.221287024	1	1	1									
1	0.958947276	0.615075805	0.835075483	0.798962781	0.624053869	0.45637943	0.149406432	0.318221289	1	1	1									
1	0.482696947	0.185079075	0.272525211	0.251014354	0.32589292	0.422692453	0.57513495	0.510650448	1	1	1									
1	0.802532282	0.841420493	0.339413922	0.028639663	0.672545665	0.32038889	0.316654294	0.075415028	1	1	1									
1	0.143799722	0.715179069	0.17095281	0.029027058	0.034280581	0.660097386	0.789355784	0.449474947	1	1	1									
1	0.420617908	0.649110119	0.965497526	0.01510011	0.914801879	0.713378018	0.014654128	0.343117618	1	1	1									
1	0.917894325	0.61034351	0.412501707	0.63168767	0.747184351	0.208110055	0.057234022	0.23166588	1	1	1									
1	0.794554782	0.872894202	0.866176512	0.20032166	0.354304829	0.334018423	0.897725449	0.963703427	1	1	1									
