num.chunks      disk.size       disk.used       dir.id  file.size       fullness        num.cores       fsync   sync    chunk.order
1	0.5371	0.8027	0.6853	0.3451	0.5132	0.1331	1	1	1									
1	0.0639	0.741	0.1136	0.8385	0.7238	0.9509	1	1	1									
1	0.9239	0.9927	0.0218	0.6206	0.6267	0.8951	1	1	1									
1	0.4476	0.5905	0.2028	0.2404	0.0532	0.2799	1	1	1									
1	0.8544	0.3789	0.2743	0.4842	0.9631	0.4264	1	1	1									
1	0.9028	0.1704	0.9751	0.9901	0.5941	0.7114	1	1	1									
1	0.6644	0.9824	0.2168	0.7267	0.5989	0.396	1	1	1									
1	0.3498	0.6768	0.0418	0.0344	0.6089	0.5219	1	1	1									
1	0.7796	0.7289	0.0914	0.5701	0.6314	0.96	1	1	1									
1	0.5525	0.1956	0.3795	0.635	0.1178	0.4649	1	1	1									
1	0.661	0.2561	0.8334	0.3774	0.0341	0.8413	1	1	1									
1	0.5623	0.9178	0.0254	0.254	0.4202	0.7431	1	1	1									
1	0.8849	0.7064	0.137	0.5755	0.2956	0.1372	1	1	1									
1	0.8759	0.8619	0.1901	0.755	0.7144	0.8068	1	1	1									
1	0.4504	0.2849	0.9296	0.1168	0.9858	0.0185	1	1	1									
1	0.1927	0.8405	0.9959	0.4238	0.2629	0.7208	1	1	1									
1	0.3173	0.7973	0.9305	0.4964	0.7893	0.4647	1	1	1									
1	0.0295	0.867	0.9454	0.8607	0.6884	0.3116	1	1	1									
1	0.0147	0.0539	0.2393	0.6038	0.5573	0.7557	1	1	1									
1	0.7854	0.2692	0.2684	0.6433	0.9234	0.6938	1	1	1									
1	0.2593	0.8454	0.3917	0.0664	0.6948	0.4072	1	1	1									
1	0.7628	0.9514	0.8824	0.4892	0.5703	0.8444	1	1	1									
1	0.7741	0.1403	0.9417	0.1628	0.0921	0.8338	1	1	1									
1	0.2164	0.3368	0.6102	0.6743	0.0278	0.8376	1	1	1									
1	0.4711	0.0479	0.3002	0.7673	0.9525	0.4742	1	1	1									
1	0.8257	0.5463	0.1077	0.1495	0.7566	0.1462	1	1	1									
1	0.5989	0.4546	0.2111	0.7211	0.9064	0.5724	1	1	1									
1	0.2343	0.2195	0.718	0.7007	0.9142	0.9244	1	1	1									
1	0.9659	0.2312	0.6669	0.0353	0.8092	0.239	1	1	1									
1	0.5115	0.104	0.4998	0.9224	0.5512	0.3289	1	1	1									
1	0.8037	0.0086	0.8432	0.5415	0.3659	0.2958	1	1	1									
1	0.7979	0.2068	0.4528	0.206	0.3091	0.7257	1	1	1									
1	0.5256	0.6207	0.3332	0.5866	0.4833	0.6787	2	1	1									
1	0.4336	0.5711	0.57	0.709	0.0047	0.2296	2	1	1									
1	0.296	0.9432	0.619	0.2794	0.4353	0.8885	2	1	1									
1	0.7836	0.6059	0.0126	0.4369	0.738	0.0761	2	1	1									
1	0.9855	0.4719	0.031	0.7965	0.4156	0.0535	2	1	1									
1	0.4775	0.3913	0.0443	0.9168	0.6377	0.9811	2	1	1									
1	0.2061	0.0193	0.0608	0.3985	0.6174	0.6247	2	1	1									
1	0.5155	0.2437	0.0649	0.3903	0.9802	0.7914	2	1	1									
1	0.2697	0.4607	0.9508	0.6708	0.3038	0.1176	2	1	1									
1	0.3846	0.3585	0.082	0.9478	0.044	0.2622	2	1	1									
1	0.222	0.1515	0.4448	0.9076	0.8763	0.003	2	1	1									
1	0.7525	0.1005	0.9367	0.3668	0.904	0.5577	2	1	1									
1	0.4599	0.0055	0.4887	0.5858	0.394	0.9378	2	1	1									
1	0.4548	0.7785	0.2224	0.8191	0.1407	0.4115	2	1	1									
1	0.6889	0.3167	0.9997	0.8986	0.1641	0.327	2	1	1									
1	0.1558	0.681	0.9586	0.9183	0.1512	0.4917	2	1	1									
1	0.9374	0.4624	0.6522	0.419	0.6248	0.0793	2	1	1									
1	0.7052	0.3226	0.0777	0.2006	0.8556	0.779	2	1	1									
1	0.5931	0.2799	0.225	0.1968	0.0491	0.3745	2	1	1									
1	0.5315	0.2951	0.037	0.007	0.6163	0.1244	2	1	1									
1	0.2406	0.0748	0.4796	0.9777	0.2683	0.3683	2	1	1									
1	0.8656	0.768	0.9243	0.9133	0.2424	0.2186	2	1	1									
1	0.4838	0.3325	0.5628	0.7817	0.7501	0.249	2	1	1									
1	0.4185	0.0437	0.4283	0.8045	0.1872	0.008	2	1	1									
1	0.7427	0.3523	0.5838	0.5651	0.1017	0.1874	2	1	1									
1	0.6871	0.8482	0.2298	0.7154	0.4546	0.4227	2	1	1									
1	0.9909	0.1745	0.6471	0.0777	0.2117	0.1063	2	1	1									
1	0.5754	0.3474	0.3404	0.0713	0.3948	0.3512	2	1	1									
1	0.179	0.5224	0.6134	0.6075	0.1911	0.4191	2	1	1									
1	0.1666	0.5309	0.3768	0.2449	0.8986	0.5115	2	1	1									
1	0.1822	0.7708	0.1684	0.0016	0.2412	0.5466	2	1	1									
1	0.0924	0.0588	0.0869	0.7648	0.5656	0.3055	2	1	1									
2	0.3636	0.8138	0.7143	0.427	0.1558	0.1649				1	1	1						
2	0.6985	0.932	0.8398	0.9832	0.451	0.129				1	1	1						
2	0.3821	0.7217	0.3875	0.0813	0.831	0.5588				1	1	1						
2	0.0548	0.1158	0.1308	0.155	0.4772	0.2862				1	1	1						
2	0.0099	0.134	0.0733	0.9573	0.8941	0.6447				1	1	2						
2	0.6338	0.3301	0.8879	0.8841	0.6766	0.8042				1	1	2						
2	0.7262	0.3874	0.2475	0.2314	0.572	0.8216				1	1	2						
2	0.0968	0.6315	0.7466	0.5157	0.5469	0.6626				1	1	2						
2	0.3337	0.8239	0.4635	0.0882	0.4393	0.2323				1	2	1						
2	0.4753	0.7546	0.7878	0.6316	0.8195	0.5002				1	2	1						
2	0.3127	0.6663	0.3153	0.6138	0.6579	0.5473				1	2	1						
2	0.6422	0.4912	0.4882	0.6859	0.1935	0.4601				1	2	1						
2	0.7964	0.4078	0.8114	0.8448	0.9934	0.1129				1	2	2						
2	0.6513	0.5485	0.7271	0.7748	0.5186	0.3156				1	2	2						
2	0.9135	0.5666	0.8627	0.0591	0.5276	0.8841				1	2	2						
2	0.6144	0.0583	0.5252	0.1	0.7864	0.2014				1	2	2						
2	0.5439	0.9191	0.7849	0.5508	0.6956	0.1544				2	1	1						
2	0.9928	0.4926	0.9186	0.3347	0.7484	0.505				2	1	1						
2	0.0775	0.0735	0.7189	0.2381	0.2507	0.3581				2	1	1						
2	0.1077	0.3598	0.0574	0.0221	0.4123	0.8639				2	1	1						
2	0.9461	0.5359	0.1983	0.1843	0.3681	0.6999				2	1	2						
2	0.4015	0.5794	0.7229	0.9382	0.8437	0.6668				2	1	2						
2	0.6693	0.7435	0.1178	0.3425	0.9649	0.2585				2	1	2						
2	0.4051	0.6385	0.9657	0.5003	0.3161	0.0233				2	1	2						
2	0.9973	0.6283	0.7597	0.3725	0.972	0.2741				2	2	1						
2	0.8113	0.5601	0.9899	0.6599	0.6347	0.7481				2	2	1						
2	0.2658	0.3071	0.3219	0.4661	0.2001	0.1754				2	2	1						
2	0.4131	0.7483	0.7093	0.897	0.4713	0.9626				2	2	1						
2	0.3606	0.5094	0.821	0.265	0.116	0.0268				2	2	2						
2	0.7612	0.4809	0.4174	0.6951	0.7221	0.8245				2	2	2						
2	0.0451	0.1285	0.4371	0.5359	0.7816	0.1573				2	2	2						
2	0.7709	0.8047	0.5605	0.0551	0.495	0.2104				2	2	2						
2	0.0544	0.1802	0.74	0.6835	0.7096	0.4172				3	1	1						
2	0.0214	0.7326	0.6009	0.3037	0.742	0.5684				3	1	1						
2	0.4404	0.0358	0.3197	0.1404	0.2375	0.5848				3	1	1						
2	0.8071	0.7254	0.8005	0.4713	0.1269	0.9779				3	1	1						
2	0.7672	0.3691	0.7444	0.6978	0.5069	0.4449				3	1	2						
2	0.918	0.4736	0.252	0.7902	0.9977	0.6181				3	1	2						
2	0.2147	0.0415	0.4844	0.8342	0.8953	0.6082				3	1	2						
2	0.8427	0.3154	0.1591	0.4302	0.0415	0.6127				3	1	2						
2	0.2762	0.7099	0.1354	0.507	0.9423	0.3427				3	2	1						
2	0.0812	0.9274	0.6406	0.6285	0.9113	0.672				3	2	1						
2	0.9585	0.717	0.0676	0.7335	0.2305	0.257				3	2	1						
2	0.0831	0.1623	0.2076	0.4156	0.9843	0.3519				3	2	1						
2	0.2479	0.3634	0.8499	0.361	0.2748	0.7728				3	2	2						
2	0.0505	0.9032	0.5789	0.3299	0.6542	0.4825				3	2	2						
2	0.1517	0.1554	0.6563	0.4623	0.547	0.6018				3	2	2						
2	0.6575	0.8322	0.9553	0.6611	0.5207	0.3901				3	2	2						
2	0.0417	0.4881	0.8009	0.6511	0.2599	0.161				4	1	1						
2	0.8287	0.9257	0.7327	0.3504	0.0574	0.4779				4	1	1						
2	0.2893	0.5422	0.7922	0.5956	0.1624	0.4386				4	1	1						
2	0.4228	0.5184	0.2961	0.8527	0.686	0.0931				4	1	1						
2	0.6327	0.8111	0.4111	0.1878	0.734	0.4361				4	1	2						
2	0.8955	0.1998	0.2893	0.2995	0.8614	0.4543				4	1	2						
2	0.2995	0.2971	0.231	0.0538	0.2821	0.0374				4	1	2						
2	0.9539	0.1873	0.3031	0.816	0.0255	0.085				4	1	2						
2	0.7493	0.7601	0.6682	0.8073	0.5847	0.2661				4	2	1						
2	0.1108	0.594	0.4239	0.41	0.2172	0.9973				4	2	1						
2	0.1908	0.6046	0.5402	0.3268	0.9347	0.6145				4	2	1						
2	0.1999	0.699	0.2051	0.9879	0.2973	0.7694				4	2	1						
2	0.1204	0.1211	0.5923	0.5602	0.2549	0.2201				4	2	2						
2	0.8899	0.9757	0.7749	0.0122	0.5424	0.5154				4	2	2						
2	0.0697	0.1302	0.0521	0.8637	0.2808	0.0323				4	2	2						
2	0.8928	0.9135	0.9796	0.5995	0.0153	0.8477				4	2	2						
3	0.1333	0.091	0.6033	0.8681	0.9755	0.1887							1	1	2			
3	0.3457	0.8579	0.9611	0.7874	0.9217	0.6416							1	1	6			
3	0.2556	0.5767	0.8559	0.1366	0.9486	0.6266							1	2	1			
3	0.5309	0.8244	0.0314	0.4055	0.8478	0.1408							1	2	5			
3	0.549	0.6872	0.4311	0.9757	0.4095	0.777							1	3	2			
3	0.3058	0.9599	0.3383	0.5134	0.0959	0.3011							1	3	5			
3	0.7344	0.2171	0.174	0.3981	0.7589	0.1817							1	4	3			
3	0.0181	0.0793	0.8789	0.5726	0.7051	0.7057							1	4	4			
3	0.2847	0.0947	0.3737	0.9704	0.4431	0.2818							2	1	3			
3	0.917	0.9647	0.3993	0.4537	0.1299	0.496							2	1	3			
3	0.8125	0.9696	0.8959	0.8724	0.3282	0.4015							2	2	5			
3	0.0241	0.9363	0.3967	0.1687	0.7016	0.8106							2	2	6			
3	0.9502	0.6507	0.4534	0.113	0.5248	0.5316							2	3	1			
3	0.3915	0.1481	0.8907	0.3532	0.7654	0.9308							2	3	2			
3	0.4845	0.6158	0.6739	0.0855	0.6606	0.0943							2	4	2			
3	0.6997	0.4331	0.635	0.5558	0.0629	0.9164							2	4	4			
3	0.5209	0.6746	0.7625	0.9558	0.9883	0.2262							3	1	2			
3	0.9769	0.2463	0.8159	0.2864	0.1782	0.9569							3	1	6			
3	0.5046	0.997	0.3249	0.0903	0.4596	0.0488							3	2	2			
3	0.6187	0.1062	0.001	0.1758	0.5871	0.541							3	2	3			
3	0.3248	0.7925	0.904	0.1819	0.6734	0.0125							3	3	4			
3	0.9759	0.6476	0.1121	0.5456	0.8209	0.1023							3	3	5			
3	0.8698	0.4117	0.8688	0.4735	0.7971	0.8721							3	4	1			
3	0.123	0.9023	0.9392	0.2821	0.3165	0.6298							3	4	6			
3	0.5961	0.4013	0.8742	0.6771	0.1723	0.8581							4	1	1			
3	0.8583	0.4662	0.656	0.1586	0.8475	0.6813							4	1	1			
